the,match,phase,detail,notes,game_date,A,player_A,a,b,player_B,B,others
20,朝日杯,一次予選,12組,2回戦,2026-06-25,☖,久保利明,☆,★,宮本広志,☗,
20,朝日杯,一次予選,12組,2回戦,2026-xx-xx,,都成竜馬,,,菅井竜也,,
20,朝日杯,一次予選,12組,2回戦,2026-xx-xx,,炭崎俊毅,,,井上慶太,,
20,朝日杯,一次予選,13組,1回戦,2026-06-23,☗,牧野光則,☆,★,竹内雄悟,☖,
20,朝日杯,一次予選,13組,1回戦,2026-07-11,☖,生垣寛人,☆,★,狩野周アマ,☗,
20,朝日杯,一次予選,13組,2回戦,2026-06-23,☗,折田翔吾,☆,★,牧野光則,☖,
20,朝日杯,一次予選,13組,2回戦,2026-06-25,☗,井田明宏,★,☆,稲葉陽,☖,
20,朝日杯,一次予選,13組,2回戦,2026-07-22,☗,西田拓也,★,☆,上野裕寿,☖,
20,朝日杯,一次予選,13組,2回戦,2026-xx-xx,,生垣寛人,,,古賀悠聖,,
20,朝日杯,一次予選,14組,1回戦,2026-07-02,☗,山本真也,☆,★,平藤眞吾,☖,
20,朝日杯,一次予選,14組,1回戦,2026-07-11,☗,山下数毅,☆,★,西澤佑亮アマ,☖,
20,朝日杯,一次予選,14組,2回戦,2026-07-02,☗,阿部隆,☆,★,山本真也,☖,
20,朝日杯,一次予選,14組,2回戦,2026-xx-xx,,北浜健介,,,狩山幹生,,
20,朝日杯,一次予選,14組,2回戦,2026-06-29,☗,船江恒平,★,☆,冨田誠也,☖,
20,朝日杯,一次予選,14組,2回戦,2026-xx-xx,,山下数毅,,,杉本昌隆,,
20,朝日杯,一次予選,15組,1回戦,2026-07-01,☗,安用寺孝功,☆,★,中田功,☖,
20,朝日杯,一次予選,15組,1回戦,2026-xx-xx,,柵木幹太,,,福間香奈,,
20,朝日杯,一次予選,15組,2回戦,2026-07-01,☗,西川和宏,☆,★,安用寺孝功,☖,
20,朝日杯,一次予選,15組,2回戦,2026-07-02,☗,畠山鎮,★,☆,村山慈明,☖,
20,朝日杯,一次予選,15組,2回戦,2026-07-07,☗,今泉健司,☆,★,徳田拳士,☖,
20,朝日杯,一次予選,15組,2回戦,2026-xx-xx,,柵木幹太または福間香奈,,,出口若武,,
20,朝日杯,一次予選,16組,1回戦,2026-06-23,☖,長岡裕也,★,☆,小林裕士,☗,
20,朝日杯,一次予選,16組,1回戦,2026-xx-xx,,阪口悟,,,島本亮,,
20,朝日杯,一次予選,16組,1回戦,2026-07−15,☖,村田智弘,☆,★,南芳一,☗,
20,朝日杯,一次予選,16組,2回戦,2026-06-23,☖,村田顕弘,☆,★,小林裕士,☗,
20,朝日杯,一次予選,16組,2回戦,2026-xx-xx,,阪口悟または島本亮,,,齊藤裕也,,
20,朝日杯,一次予選,16組,2回戦,2026-06-26,☗,石川優太,★,☆,池永天志,☖,
20,朝日杯,一次予選,16組,2回戦,2026-07-15,☗,村田智弘,★,☆,横山友紀,☖,
